[2016-03-21 11:52:08,815: INFO/MainProcess] beat: Starting...
[2016-03-21 15:32:13,183: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 15:37:13,309: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 15:37:13,325: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 15:42:13,429: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 15:42:13,442: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 15:47:13,548: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 15:47:13,558: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 15:52:13,660: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 15:52:13,668: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 15:57:13,829: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 15:57:13,841: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:02:13,874: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:02:13,879: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:07:13,945: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:07:13,956: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:12:14,042: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:12:14,054: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:17:14,161: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:17:14,163: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:22:14,235: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:22:14,243: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:27:14,325: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:27:14,327: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:32:14,428: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:32:14,439: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:37:14,514: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:37:14,519: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:42:14,614: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:42:14,622: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:47:14,720: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:47:14,722: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:52:14,804: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:52:14,816: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 16:57:14,920: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 16:57:14,931: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:02:15,017: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:02:15,033: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:07:15,091: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:07:15,105: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:12:15,203: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:12:15,214: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:17:15,322: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:17:15,324: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:22:15,420: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:22:15,433: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:27:15,550: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:27:15,574: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:32:15,679: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:32:15,692: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:37:15,806: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:37:15,817: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:42:15,872: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:42:15,875: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:47:15,916: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:47:15,919: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:52:16,000: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:52:16,002: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 17:57:16,095: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 17:57:16,097: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:02:16,195: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:02:16,212: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:07:16,324: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:07:16,339: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:12:16,448: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:12:16,454: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:17:16,566: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:17:16,578: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:22:16,674: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:22:16,684: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:27:16,779: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:27:16,783: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:32:16,865: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:32:16,877: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:37:16,981: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:37:16,992: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:42:17,079: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:42:17,085: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:47:17,198: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:47:17,201: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:52:17,298: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:52:17,309: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 18:57:17,405: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 18:57:17,422: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:02:17,512: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:02:17,519: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:07:17,600: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:07:17,605: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:12:17,692: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:12:17,701: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:17:17,839: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:17:17,850: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:22:17,954: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:22:17,957: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:27:17,998: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:27:18,000: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:32:18,095: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:32:18,099: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:37:18,177: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:37:18,188: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:42:18,300: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:42:18,305: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:47:18,397: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:47:18,399: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:52:18,475: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:52:18,477: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 19:57:18,550: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 19:57:18,554: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:02:18,649: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:02:18,651: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:07:18,754: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:07:18,770: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:12:18,876: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:12:18,879: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:17:18,933: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:17:18,935: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:22:19,028: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:22:19,031: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:27:19,126: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:27:19,137: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:32:19,243: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:32:19,253: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:37:19,344: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:37:19,356: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:42:19,453: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:42:19,465: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:47:19,585: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:47:19,589: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:52:19,691: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:52:19,697: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 20:57:19,811: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 20:57:19,816: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:02:19,904: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 21:02:19,909: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:07:20,015: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 21:07:20,019: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:12:20,121: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 21:12:20,126: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:17:20,231: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 21:17:20,243: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:22:20,345: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
[2016-03-21 21:22:20,359: INFO/MainProcess] Scheduler: Sending due task scheduler (frappe.tasks.enqueue_scheduler_events)
[2016-03-21 21:27:20,441: INFO/MainProcess] Scheduler: Sending due task sync_queues (frappe.tasks.sync_queues)
